Tópico,Palavras,Pesos
394,"gov, intervencaofederalrj, bcb, planalto, agenciaminas, usembassy, br, gabinete, desanimou, nsw","[0.178, 0.1018, 0.0298, 0.0233, 0.0231, 0.0231, 0.0191, 0.0184, 0.017, 0.0166]"
395,"internet, identificamos, corta, observamos, perimetro, editaram, ipea, escuridao, comodamente, torrent","[0.0586, 0.0164, 0.015, 0.0133, 0.0106, 0.0093, 0.009, 0.0088, 0.008, 0.008]"
396,"incriveis, publicados, desmascarando, conferir, desapropriacao, ironias, engandas, azazel, desmascara, esclarecedor","[0.0421, 0.0411, 0.033, 0.0263, 0.0252, 0.0246, 0.0239, 0.0221, 0.0216, 0.0216]"
397,"mauricio, video, , , , , , , , ","[1.058, 0.0504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
398,"garantidos, obtenha, ganhamos, demora, confiavel, 100, legitimo, confiable, converse, lucros","[0.0575, 0.0522, 0.0487, 0.0476, 0.0475, 0.0449, 0.0441, 0.0412, 0.0337, 0.0308]"
399,"poliomielite, poliovirus, polio, vacinal, vop, sabin, fezes, vacinacao, queiroga, paralisia","[0.0879, 0.0272, 0.0267, 0.0203, 0.018, 0.0174, 0.0173, 0.0158, 0.0144, 0.013]"
400,"cesa, solange, dejanira, scheilla, elizete, bonaldo, luciano, thays, lana, rafa","[0.174, 0.1694, 0.1454, 0.1283, 0.1114, 0.0902, 0.0878, 0.0833, 0.0788, 0.0768]"
401,"memoria, refrescar, recordando, lembram, nostalgia, recordar, curta, esquecer, sindmetalsjc, lembrar","[0.1512, 0.1141, 0.0962, 0.0777, 0.0737, 0.0575, 0.0556, 0.0517, 0.0395, 0.0341]"
402,"biometria, assinei, assinar, cadastrada, mesaria, assinatura, pediram, biometrico, cadastrei, precisava","[0.1981, 0.0631, 0.0583, 0.026, 0.019, 0.0163, 0.0161, 0.0159, 0.015, 0.0148]"
403,"oculos, olho, lentes, olhos, olhar, eye, rushdie, wounds, eyes, stabbed","[0.0613, 0.0545, 0.0384, 0.0382, 0.0271, 0.0256, 0.0206, 0.0206, 0.0205, 0.018]"
404,"desligados, anatel, coordenada, notificacao, apurar, servidores, passada, extra, judicial, quarta","[0.0765, 0.0754, 0.0699, 0.0589, 0.0565, 0.0487, 0.0427, 0.0412, 0.0386, 0.0382]"
405,"phone, 55, gilson, 984256473, 992323297, soldador, ton, reginaldo, master, remove","[0.0491, 0.0468, 0.0115, 0.0108, 0.0108, 0.0108, 0.0105, 0.0103, 0.0102, 0.0094]"
406,"oramos, serias, pense, trapaceando, construir, acreditamos, citacao, trabalhamos, fundacao, assinantes","[0.0301, 0.0279, 0.0268, 0.0239, 0.0225, 0.0212, 0.0211, 0.021, 0.0209, 0.0206]"
407,"algoritmo, ligaram, aedson, galdino, views, linear, subiu, pressas, retornou, comecaram","[0.0941, 0.0809, 0.0329, 0.0317, 0.0274, 0.0255, 0.0243, 0.0215, 0.0175, 0.0167]"
408,"procurador, decretolei, penal, jurista, assinabolsonaro, aditala, certificara, cales, tcm, ensejo","[0.0316, 0.0274, 0.0259, 0.0233, 0.0173, 0.0173, 0.0173, 0.0173, 0.0172, 0.0171]"
409,"sbt, audiencia, espectadores, reunir, sexta, participar, estourar, feira, expresidiario, acima","[0.0996, 0.0532, 0.0531, 0.0451, 0.0434, 0.0394, 0.0385, 0.0284, 0.0216, 0.0195]"
410,"caiado, sorocaba, ronaldo, declaram, declara, folhadapolitica, prefeitos, apoio, manaus, abono","[0.0431, 0.0363, 0.0356, 0.0353, 0.0305, 0.0305, 0.027, 0.0241, 0.0216, 0.0213]"
411,"devo, oi, quao, mande, saber, investimentos, investir, clique, pedido, posso","[0.0694, 0.0643, 0.0632, 0.0543, 0.0362, 0.0334, 0.0275, 0.0225, 0.0212, 0.0212]"
412,"proibido, dizer, computadores, doo, invasao, passeou, sigiloso, apagados, liberalizacao, escondida","[0.0648, 0.0264, 0.0198, 0.0161, 0.0156, 0.0155, 0.0147, 0.0139, 0.0132, 0.0132]"
413,"selva, lancamos, contribua, oficial, contribuir, starday, proximas, combrasiltv, disponivel, assistindo","[0.0792, 0.0625, 0.0401, 0.039, 0.032, 0.0256, 0.0223, 0.0202, 0.0199, 0.0193]"
414,"cederemos, prometemos, beneficiando, maravilhoso, felizes, fortress, service, relent, benefiting, servico","[0.056, 0.0529, 0.0442, 0.0359, 0.034, 0.0282, 0.027, 0.0194, 0.0165, 0.0152]"
415,"mao, algemas, injustos, naaaao, declaramos, arrancadas, abro, desmascaram, sarou, eitaaaa","[0.0204, 0.0176, 0.0161, 0.0146, 0.0133, 0.0132, 0.013, 0.0128, 0.0124, 0.0118]"
416,"pleno, selva, oficial, news, reindustrializado, mandarim, superlive, tragedia, brasil, malafaia","[0.1443, 0.1229, 0.0615, 0.0547, 0.0185, 0.0168, 0.0142, 0.0107, 0.0089, 0.0066]"
417,"militar, intervencao, federal, alexandre, moraes, stf, tse, presidente, lula, ja","[0.0661, 0.0512, 0.0014, 0.0009, 0.0008, 0.0006, 0.0002, 0.0001, 0.0001, 0.0001]"
418,"fraudes, descarada, armadas, forcas, fraude, vencidas, grupinho, tocaias, essazinha, registrara","[0.0133, 0.0131, 0.0124, 0.0107, 0.0106, 0.0087, 0.0073, 0.0071, 0.0071, 0.0071]"
419,"carlos, giacomini, photo, sampaio, ob, gilberto, antonio, foto, batista, coutinho","[0.1486, 0.1259, 0.0864, 0.0773, 0.0714, 0.0697, 0.0575, 0.0522, 0.0512, 0.0444]"
420,"jdyd, wtny, bbr, zwj, dgy, fwl, gyf, hlshw, drbdry, sskhy","[0.2345, 0.1931, 0.148, 0.1432, 0.1432, 0.1432, 0.1432, 0.1432, 0.1432, 0.1432]"
421,"governo, obrigasse, malditas, transicao, picadas, sambaram, retrogado, desconversar, ordebrest, emfrente","[0.0166, 0.0138, 0.0108, 0.0098, 0.0087, 0.0087, 0.0087, 0.0087, 0.0087, 0.0087]"
422,"enqueteeleicoes2022, enquete, 2o, vote, republica, bondoso, orei, oficial, decisiondeskhq, lidar","[0.205, 0.0674, 0.0553, 0.0545, 0.0374, 0.0356, 0.0312, 0.0246, 0.0215, 0.021]"
423,"recomendados, relevancia, conseguiremos, ficarei, correndo, inscrever, possiveis, grato, alcancar, informar","[0.0747, 0.0666, 0.0663, 0.0661, 0.0472, 0.0398, 0.0373, 0.033, 0.0326, 0.0298]"
424,"interessado, promo, clique, ultimamente, curta, verificados, memoria, semanal, valeu, desejam","[0.1176, 0.0431, 0.0385, 0.0371, 0.0354, 0.0337, 0.0293, 0.0277, 0.0272, 0.022]"
425,"lembreime, veria, especulacao, duvidosas, apaguei, 24981114558, teeia, 72hora, perceptivo, sacanagem","[0.0184, 0.0148, 0.0148, 0.0146, 0.0116, 0.0112, 0.0112, 0.0112, 0.0112, 0.0112]"
426,"nordeste, inadimissivel, nordestino, indignados, culpa, culpe, fraude, respiradores, gigantesca, ancapsu","[0.036, 0.0265, 0.0197, 0.0171, 0.0141, 0.0138, 0.013, 0.0129, 0.0121, 0.0114]"
427,"pdf, sunday, 3x, mnrc, gsi, requerimento, vendido, portuges, equilibriobrasil, goodhealthpasscollaborativeprinciplespaper","[0.2597, 0.1061, 0.1008, 0.0988, 0.0902, 0.0751, 0.0708, 0.064, 0.064, 0.064]"
428,"emergencia, convoca, reuniao, comandantes, generais, convocou, reune, oea, kamala, harris","[0.1037, 0.0598, 0.049, 0.044, 0.0433, 0.0247, 0.0242, 0.0227, 0.0201, 0.0176]"
429,"voz, deramme, taparam, escutar, estenderam, voces, zapbolsonaro, batom, zacarias, esconderam","[0.0259, 0.0214, 0.0214, 0.0183, 0.0172, 0.0161, 0.0136, 0.0134, 0.0133, 0.0126]"
430,"ignoreos, eco, antibrasileiros, contrapontos, existissem, permitirmos, forceos, encaminhamento, difusao, trateos","[0.049, 0.0456, 0.032, 0.0302, 0.0302, 0.03, 0.03, 0.0295, 0.0293, 0.0292]"
431,"fatima, paranhos, maria, delaine, mariana, mary, fatinhayashna, foto, sant, fernanda","[0.1791, 0.0994, 0.0945, 0.09, 0.0804, 0.0768, 0.0627, 0.0618, 0.0449, 0.0431]"
432,"change, org, ciclovia, lauro, abaixoassinado, bolsonraro, opinarem, www, criei, freitas","[0.6553, 0.1847, 0.0457, 0.0358, 0.0352, 0.0262, 0.0247, 0.0172, 0.0116, 0.0109]"
433,"ewzipdz42veynzjh, relate, digitando, rj, perceber, administradores, convite, chame, janeiro, familiares","[0.0444, 0.0185, 0.0184, 0.0173, 0.0172, 0.0164, 0.0163, 0.0162, 0.0143, 0.0142]"
434,"floodando, advertencia, acao, 1530885709, 1042786692, 1406914670, 01, 2022, 09, 1102623826","[0.2291, 0.1671, 0.0437, 0.0432, 0.0381, 0.0305, 0.0241, 0.019, 0.0183, 0.0175]"
435,"vanessa, jeovah, cezar, jenilza, oi, davi, anderson, derci, izaias, lu","[0.2479, 0.1869, 0.1215, 0.1088, 0.1044, 0.0865, 0.0673, 0.0651, 0.0632, 0.0621]"
436,"defesaemfoco, brigadeiros, exonerados, divulgam, generais, eb, entidades, decisivo, reuniao, carta","[0.0625, 0.0615, 0.0479, 0.0372, 0.0359, 0.0297, 0.0243, 0.0205, 0.0197, 0.0164]"
437,"abril, veja, br, maio, sinais, achando, ir, pra, 13, ","[0.4536, 0.0939, 0.026, 0.0109, 0.0077, 0.0068, 0.0015, 0.0003, 0.0002, 0.0]"
438,"enviemme, grupodepuebla, add, investiram, mandar, aceite, apuestas, pa2016, postasse, umaamiga","[0.0256, 0.0182, 0.0161, 0.0132, 0.0128, 0.0116, 0.0111, 0.0111, 0.0111, 0.0111]"
439,"sn, bl, bchh, bhtryn, twsh, khrjy, phrw, arwm, mykhnh, mshhdh","[0.2195, 0.2093, 0.1371, 0.1371, 0.1371, 0.1371, 0.1371, 0.1371, 0.1367, 0.1367]"
440,"enquete, participem, competindo, scriptsamp, forumeiros, alteracoes, transparente, atualizada, aberta, possam","[0.1352, 0.1132, 0.08, 0.0783, 0.0783, 0.0687, 0.0643, 0.06, 0.0529, 0.0364]"
441,"votem, instagram, abri, topam, iram, arrumado, votoimpressoja, torcem, enxurrada, esforcemosnos","[0.0221, 0.0201, 0.0176, 0.0142, 0.0127, 0.0125, 0.0122, 0.0116, 0.0096, 0.0092]"
442,"entrevista, band, visualizar, nikolas, irrita, sbt, palavrao, semteto, curtir, jatinho","[0.0615, 0.022, 0.021, 0.0173, 0.0172, 0.0161, 0.0145, 0.0139, 0.0137, 0.0135]"
443,"nov, screenshot, oct, 2022, 09, 08, 59, 02, 05, 07","[0.316, 0.3159, 0.0351, 0.0329, 0.0203, 0.0176, 0.0158, 0.0145, 0.0141, 0.0135]"
444,"ocorridas, acompanharam, ste, regiamente, yves, produziram, responderao, vistoriar, documentadas, constataram","[0.0353, 0.035, 0.0318, 0.0225, 0.0223, 0.0213, 0.0213, 0.0212, 0.0211, 0.0209]"
445,"pan, jovem, consorcios, ovo, joven, tarja, sugar, esquisito, lascarrrrrr, acatalos","[0.083, 0.0714, 0.0212, 0.0182, 0.0174, 0.015, 0.0146, 0.0138, 0.0129, 0.0129]"
446,"suspende, 164, ministra, plenario, suspendeu, bucchianeri, resposta, palhacada, insercoes, concedia","[0.0857, 0.0618, 0.0385, 0.0265, 0.0245, 0.024, 0.0205, 0.02, 0.0194, 0.0157]"
447,"estourar, missao, pereceu, comprovaremos, eleitores, divulgue, adote, erguendo, baixem, comprovara","[0.0126, 0.0121, 0.0116, 0.0106, 0.0103, 0.0098, 0.0098, 0.0098, 0.0097, 0.0097]"
448,"cecilia, lima, joana, kaminski, arc, elsa, graziani, video, jadson, ","[0.5752, 0.3322, 0.0896, 0.0875, 0.0869, 0.0799, 0.0355, 0.0327, 0.0292, 0.0]"
449,"shalom, shabat, lekulam, conectvidas, todabahia, tov, wixsite, devocional, laila, shavua","[0.2907, 0.1708, 0.1566, 0.1146, 0.1083, 0.1016, 0.0811, 0.0783, 0.0722, 0.0376]"
450,"angel, angela, convidado, incomoda, vermelho, redutos, honra, retrate, photo, caido","[0.4343, 0.0983, 0.0969, 0.0929, 0.0586, 0.0504, 0.0462, 0.0385, 0.0331, 0.0308]"
451,"nothing, share, stop, coming, join, what, can, f0rc, chfjpy, otimo","[0.0773, 0.057, 0.0568, 0.0554, 0.0374, 0.0263, 0.0257, 0.0252, 0.02, 0.0192]"
452,"buddies, above, ask, address, coming, earn, keep, invest, investment, abencoar","[0.1524, 0.1398, 0.1309, 0.1288, 0.0957, 0.067, 0.0554, 0.0483, 0.0433, 0.0385]"
453,"matrix, curral, prolula, wajngarten, link, biografia, divulga, pgm, 2908, jordy","[0.1107, 0.0125, 0.0122, 0.0119, 0.0112, 0.009, 0.0086, 0.0084, 0.0084, 0.008]"
454,"concorda, sim, casar, perguntas, regalias, concursos, assaltante, homossexuais, lgbts, morros","[0.043, 0.0163, 0.0112, 0.011, 0.0108, 0.0108, 0.0107, 0.0107, 0.0106, 0.0106]"
455,"futebol, garantirmos, jogador, broxou, fraunde, bolsonarao, as4, cancelava, govery, respirarem","[0.0301, 0.0178, 0.0129, 0.0104, 0.0104, 0.0104, 0.0104, 0.0104, 0.0104, 0.0104]"
456,"contea, ebpor, traindo, carregas, enganados, ungir, ungiu, fajutas, fostes, bilsonaro","[0.0167, 0.0163, 0.0145, 0.0142, 0.0141, 0.0136, 0.0134, 0.0132, 0.0131, 0.0123]"
457,"breno, foto, , , , , , , , ","[1.551, 0.0914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
458,"itatiaia, folhadoestadoonline, dfinformado, tribunadaimprensadigital, tecmundo, conjur, viomundo, pontolit, esquerdadiario, diariodosertao","[0.1773, 0.1195, 0.1052, 0.1052, 0.0704, 0.0644, 0.0583, 0.0583, 0.0583, 0.0583]"
459,"contrafatos, hnt, uol, vakinha, mppa, www2, jornalnh, redetv, grandeponto, gp1","[0.136, 0.1262, 0.0953, 0.091, 0.0777, 0.0765, 0.0613, 0.0588, 0.0518, 0.0337]"
460,"virus, tecnologico, intoxicacao, envenenamento, toleravel, stuckelberger, consumacao, cepa, bacterias, incriminadores","[0.0859, 0.0379, 0.032, 0.0316, 0.0314, 0.0304, 0.0299, 0.0283, 0.0282, 0.0279]"
461,"pdf, d3fzols5, requerimento, cautelar, adpf, agreement, 519, 5105353227331699507, 0011, 100988607","[0.3266, 0.1082, 0.0619, 0.0614, 0.06, 0.0534, 0.0527, 0.0497, 0.0497, 0.0497]"
462,"eclipse, robins, sol, lunar, solar, warner, 13h38, 0023, lua, georgia","[0.1353, 0.0403, 0.0385, 0.0374, 0.0372, 0.0342, 0.0301, 0.0301, 0.0254, 0.0244]"
463,"arend, galo, denilson, joeme, edson, wilton, dave, foto, wilson, davi","[0.2688, 0.219, 0.195, 0.1632, 0.1332, 0.1104, 0.0738, 0.0638, 0.0575, 0.0539]"
464,"www12, leg, senado, sug, ecidadania, br, www2, www25, consulta, portal","[0.5677, 0.4879, 0.1432, 0.0238, 0.0208, 0.0187, 0.0149, 0.0146, 0.0091, 0.0071]"
465,"142, artigo, acionar, art, acionado, fraudadoroubado, cehia, equilbrio, incitador, gorpi","[0.0495, 0.0458, 0.0277, 0.0231, 0.0181, 0.0168, 0.0168, 0.0168, 0.0159, 0.0159]"
466,"gerenciador, confirmamos, vence, devolver, vencimento, compatriotas, sintase, depoimentos, prepare, envia","[0.0617, 0.0615, 0.0491, 0.0451, 0.0427, 0.0409, 0.0389, 0.0352, 0.0321, 0.0308]"
467,"linktr, ee, piruetas, esquerdanuncamais, esquerda, vespeiro, desmascarada, esquerdo, esquerdalha, xoooooooo","[0.0794, 0.0693, 0.0467, 0.0339, 0.0322, 0.0319, 0.0301, 0.0291, 0.029, 0.0257]"
468,"tp, gold, sl, sell, buy, tp2, 1650, 1645, proper, 1648","[0.2435, 0.1482, 0.1477, 0.104, 0.0724, 0.0568, 0.0555, 0.0527, 0.0511, 0.05]"
469,"metropoles, rezarao, direitaonline, sabados, futuristicas, urbanic, publicamente, rosario, patreon, drive","[0.8816, 0.0908, 0.0847, 0.0526, 0.0498, 0.0498, 0.0324, 0.0289, 0.0279, 0.0246]"
470,"ministros, venca, ministro, descondenado, substitutos, apresentar, comeca, afastamentoministrosdostf, postalo, estampadas","[0.0344, 0.0254, 0.018, 0.0166, 0.0134, 0.012, 0.0105, 0.0098, 0.0098, 0.0098]"
471,"video, dp, veracidade, confirmar, tarde, seguir, boa, pode, todos, user","[0.087, 0.0544, 0.0383, 0.019, 0.0153, 0.0106, 0.0082, 0.0011, 0.0008, 0.0004]"
472,"strike, mundooooo, temporadas, abandonou, ahhh, craque, acionem, 02h04min, ezquerdapedopsicopata, ouder","[0.0053, 0.0047, 0.0044, 0.004, 0.0032, 0.0031, 0.0028, 0.0028, 0.0028, 0.0028]"
473,"estarrecedor, depoimento, gravissima, demitido, mando, tona, gazetadopovo, revela, fiel, obriga","[0.0491, 0.0419, 0.0363, 0.033, 0.0312, 0.0293, 0.0265, 0.0241, 0.0233, 0.0223]"
474,"respostas, orientacao, recebi, acabei, pagamento, receber, feliz, administradores, obrigado, ola","[0.1164, 0.0785, 0.0677, 0.0667, 0.0444, 0.0444, 0.0369, 0.0354, 0.0261, 0.0214]"
475,"inovacao, inscritos, contatos, divulguem, perto, participar, chegar, milhoes, oficial, sociais","[0.0996, 0.0682, 0.0491, 0.0436, 0.0399, 0.032, 0.0186, 0.0161, 0.0145, 0.0143]"
476,"gazetadopovo, prolifera, choro, gazetadasemana, lacrar, desmoralizante, gazeta, atinge, vidraca, livrariavistapatria","[0.061, 0.0496, 0.0429, 0.0394, 0.0293, 0.0246, 0.0244, 0.0197, 0.0183, 0.0183]"
477,"medicospelavida, conhecaasregrasparapropagandaeleitoralnasredessociais, alegado, escancarar, duplo, isonomia, aplicativos, midiafarmaceutica, neuropatica, www12","[0.1112, 0.067, 0.05, 0.0463, 0.0395, 0.0356, 0.0332, 0.0325, 0.0325, 0.0319]"
478,"fracasso, impedindonos, experimentala, trampolim, gerenciar, entusiasmo, ocupe, sombra, escapar, sintase","[0.0647, 0.0566, 0.0556, 0.0551, 0.0523, 0.05, 0.0476, 0.0374, 0.035, 0.0332]"
479,"paralisacoes, janelas, motos, guache, demonstrara, coloquem, obrigatoriamente, tinta, apartamentos, comandados","[0.0421, 0.042, 0.0318, 0.023, 0.0229, 0.0223, 0.0218, 0.0216, 0.0214, 0.0206]"
480,"eduardo, luiz, mister, adivinha, ornilo, lacowicz, lundgren, lularapio, foto, detalhe","[0.1662, 0.1426, 0.0788, 0.0771, 0.056, 0.056, 0.056, 0.0558, 0.0484, 0.044]"
481,"clique, link, canal, calmaaaa, recorde, perfeito, user, base, forte, faz","[0.1292, 0.0358, 0.0236, 0.0234, 0.0124, 0.0099, 0.0077, 0.0029, 0.0019, 0.0011]"
482,"amazonia, amazonas, desmatada, desmatamento, segurara, reativacao, cop27, triplo, 6min50seg, presentiar","[0.078, 0.0404, 0.0252, 0.0234, 0.0178, 0.0138, 0.01, 0.0099, 0.0098, 0.0098]"
483,"rogerio, lattufe, bessas, 22jornal, jornalisra, video, souza, leandro, from, ","[0.6994, 0.1456, 0.1209, 0.0926, 0.0508, 0.0448, 0.0374, 0.0139, 0.0036, 0.0]"
484,"cecilia, itaboray, sidnei, portalcidade, trouxas, sugere, ana, foto, lima, tebet","[0.4097, 0.1269, 0.1107, 0.0748, 0.0738, 0.0658, 0.0608, 0.0466, 0.0396, 0.0325]"
485,"psicopatas, psicopata, coitados, encorajando, realidadeemfoco, direitologicoparatodos, abusar, surto, psiquiatricos, psiquiatra","[0.1, 0.0945, 0.0447, 0.0283, 0.0217, 0.0215, 0.0213, 0.0198, 0.0195, 0.0184]"
486,"globalistas, globalista, ecossocialismo, globalismo, globalist, gosmento, chyna, enslave, ebrahim, raisi","[0.0464, 0.0242, 0.0204, 0.0186, 0.0145, 0.0144, 0.0136, 0.013, 0.013, 0.0119]"
487,"estados, bolsonaro2022reeleito, orientar, descentralizar, horarios, tumulto, unidos, souberem, mudaram, ouu","[0.0355, 0.0282, 0.0213, 0.0188, 0.0162, 0.0151, 0.0144, 0.0139, 0.012, 0.0114]"
488,"payment, received, arrived, successfully, my, aww, proof, payout, wow, have","[0.122, 0.0968, 0.0589, 0.0578, 0.0534, 0.0378, 0.0345, 0.0324, 0.0308, 0.0222]"
489,"boicotar, boicote, boicotem, natura, boicota, consumidores, cancelamento, boicotando, empresas, articuladores","[0.1278, 0.0726, 0.0553, 0.0365, 0.035, 0.0208, 0.0204, 0.0197, 0.0188, 0.0187]"
490,"caminhoneiros, saqueia, parando, abasteca, frentistas, abastecer, revoltada, elcolombiano, estradas, motoristas","[0.037, 0.0304, 0.0275, 0.0271, 0.0271, 0.0246, 0.0232, 0.0226, 0.0202, 0.0194]"
491,"bradojornal, acidigital, lewrockwell, precipicio, net, acidadeon, beira, diariomotor, drlamcoaching, custream","[0.7198, 0.3883, 0.1335, 0.0825, 0.0788, 0.0778, 0.0559, 0.0518, 0.0518, 0.0518]"
492,"adriano, adrian, adriana, adriani, knopf, adria, adelmo, managing, tool, groups","[0.0985, 0.0649, 0.0548, 0.024, 0.0226, 0.0226, 0.0209, 0.0174, 0.0174, 0.0173]"
493,"araque, cristao, caruda, portiolli, maceio, cicrovias, safadenhos, dadad, galvao, aguentou","[0.6346, 0.145, 0.1101, 0.1069, 0.0783, 0.0694, 0.0694, 0.0694, 0.069, 0.069]"
494,"pdf, antes, veja, issodossie, votar, isso1, votacao1deg, colinha, luladrao, compartilhar","[0.3253, 0.0699, 0.0676, 0.0517, 0.0515, 0.0477, 0.0284, 0.0089, 0.0085, 0.0024]"
495,"angel, angela, angelo, angelica, angelita, managing, tool, groups, professional, welcome","[0.1358, 0.1155, 0.0412, 0.0389, 0.0206, 0.0174, 0.0174, 0.0173, 0.0173, 0.0171]"
496,"adalberto, ribeiro, itamar, achileseduardo, braga, foto, goncalves, albertofaccini23, djluisbolsonaro, bomfim","[0.8765, 0.51, 0.0951, 0.073, 0.0634, 0.0584, 0.0489, 0.0401, 0.0329, 0.0318]"
497,"bastidores, sigam, eleic, smj, fiquem, oportunismo, seletiva, desenha, politica, complica","[0.0741, 0.0659, 0.0427, 0.0347, 0.0326, 0.0324, 0.0286, 0.0284, 0.0223, 0.0203]"
498,"crypto, meta, withdrawal, trading, successful, company, congratulations, your, best, on","[0.0685, 0.0555, 0.0491, 0.0475, 0.0388, 0.0225, 0.0172, 0.0171, 0.0143, 0.0141]"
499,"australia, 069, zelandia, 771, 196, ganhava, au, fusohorario, 230, boletim","[0.1099, 0.0492, 0.0483, 0.0394, 0.0385, 0.0357, 0.0349, 0.031, 0.0258, 0.0244]"
500,"oeste, revista, revistaoeste, fodaaaaaaa, palavroes, inaceitavel, desabafo, copola, secoes, gazeta","[0.149, 0.1474, 0.103, 0.0428, 0.0227, 0.021, 0.0208, 0.0207, 0.0156, 0.0145]"
501,"transporte, pavimentacao, rodoviario, gratuito, semiurbano, caracarai, br432, renovadas, libera, rr","[0.0554, 0.0398, 0.037, 0.0324, 0.0268, 0.0268, 0.0258, 0.0253, 0.025, 0.0247]"
502,"egito, mubarak, arabe, libia, hosni, gaddafi, primavera, tailandia, persistencia, arqueologiaehistoria","[0.0478, 0.0327, 0.0223, 0.0221, 0.0186, 0.017, 0.0168, 0.0143, 0.0128, 0.0126]"
503,"vencerem, bemsucedidas, tornarem, parado, decidase, aproveite, mude, fique, vendo, oportunidade","[0.1752, 0.1633, 0.149, 0.1055, 0.0874, 0.0758, 0.0481, 0.0432, 0.0389, 0.0354]"
504,"bolsopedia, org, enciclopedia, bolsonarismo, www, , , , , ","[1.1627, 0.2122, 0.0519, 0.0268, 0.0208, 0.0, 0.0, 0.0, 0.0, 0.0]"
505,"iniciar, investimento, contato, conosco, informacoes, prosseguir, exercoined, crie, plataforma, play","[0.1253, 0.0642, 0.0591, 0.0584, 0.0351, 0.026, 0.0249, 0.0249, 0.0245, 0.0166]"
506,"desanimadoras, pecolhe, duvidosas, bloqueiem, pedidmos, indentificar, deletadas, precaucoes, insistirem, restringindo","[0.0477, 0.0424, 0.0385, 0.038, 0.0371, 0.0367, 0.036, 0.035, 0.0336, 0.0333]"
507,"ferrovia, defendeu, possibilitou, construidas, pocos, obteve, recordes, diminuir, aumentou, criou","[0.0216, 0.0133, 0.0128, 0.0122, 0.0113, 0.0092, 0.009, 0.0088, 0.0087, 0.0087]"
508,"sosffaa, leiloes, arrecadacao, senad, promovidos, certames, arrematados, boicoteaoitau, arrecada, mensal","[0.2814, 0.0527, 0.0485, 0.0355, 0.0274, 0.0218, 0.0218, 0.0207, 0.0204, 0.019]"
509,"guerrilhas, entendem, acionadas, sofa, favelas, fronteiras, estimulem, equipadas, incentivem, treinadas","[0.0231, 0.021, 0.0149, 0.0141, 0.0139, 0.0129, 0.0115, 0.0114, 0.0114, 0.0114]"
510,"verdadesquasesecretas, , , , , , , , , ","[2.6091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
511,"renascencadtvm, anbima, marcacao, etf, natura, juros, arrombou, ditaturas, publicos, activetrades","[0.0909, 0.09, 0.079, 0.0598, 0.0337, 0.0305, 0.0296, 0.0296, 0.0285, 0.0245]"
512,"qbtzhb0akt8, qtqjsnphq58, daqui, jsform, pouco, cidh, qspk6duz4zc, oas, xandao2110, link","[0.5188, 0.1399, 0.0854, 0.0712, 0.0661, 0.0565, 0.0395, 0.0334, 0.0217, 0.0193]"
513,"13, rola, passando, cu, chegar, pirocao, compartilhe, ate, vai, aguento","[0.0405, 0.0173, 0.0095, 0.0094, 0.0057, 0.0048, 0.0033, 0.0013, 0.001, 0.0006]"
514,"www1, folha, uol, multilaser, bol, sincera, tai, multi, semelhante, jdv","[0.4198, 0.1853, 0.1301, 0.073, 0.0461, 0.0433, 0.0366, 0.0342, 0.0267, 0.0233]"
515,"centrooeste, regiao, nordestegoiano, muuuuiiiiitoooo, sudeste, norte, revoltada, doime, descordo, republiquetas","[0.1713, 0.1621, 0.1316, 0.0734, 0.0706, 0.052, 0.0425, 0.0403, 0.0403, 0.0403]"
516,"urbanos, instruindo, resolvidas, cdbr, influentes, amedrontar, registrando, lotando, comprada, desbloqueio","[0.0116, 0.0115, 0.011, 0.0101, 0.0101, 0.0099, 0.0099, 0.0097, 0.0091, 0.009]"
517,"surreal, confirmava, reagesenado, escoltado, feito, servidor, otarios, funcionando, identificar, radiolao","[0.201, 0.1283, 0.1151, 0.1047, 0.0781, 0.0661, 0.0623, 0.0558, 0.0522, 0.0475]"
518,"converse, envieme, quao, comeco, quero, negocio, entrar, preciso, quanto, saber","[0.0672, 0.0603, 0.0509, 0.0508, 0.0437, 0.0317, 0.0269, 0.0258, 0.0198, 0.0146]"
519,"mrs, truth, drive, nomes, digase, data, bundchen, brady, google, energetica","[0.6443, 0.4626, 0.0686, 0.0497, 0.0466, 0.0359, 0.0341, 0.0315, 0.0296, 0.0271]"
520,"ribeiro, caciano, managing, tool, groups, professional, welcome, cajo, torcato, 9999","[0.2261, 0.0238, 0.0169, 0.0169, 0.0169, 0.0169, 0.0167, 0.013, 0.013, 0.013]"
521,"tendas, continuacao, quinta, sexta, inicio, lindo, organizado, 04, tera, repassem","[0.0984, 0.0565, 0.0398, 0.0385, 0.0351, 0.0333, 0.0281, 0.0264, 0.026, 0.0252]"
522,"multiplica, senta, prazer, envieme, tablero, regalamos, recibimos, ama, festa, bn","[0.1122, 0.0755, 0.0612, 0.0548, 0.048, 0.048, 0.048, 0.0438, 0.036, 0.0353]"
