Tópico,Palavras,Pesos
29,"direito, manifestacao, manifestantes, advogado, subindo, passagem, caso, carros, silencio, policia","[0.0245, 0.0229, 0.0214, 0.0209, 0.0207, 0.0204, 0.0201, 0.02, 0.0194, 0.0184]"
30,"judeus, rothschild, sionista, judeu, alemaes, israel, hitler, beneficio, holocausto, nazistas","[0.0503, 0.0247, 0.0218, 0.0171, 0.0128, 0.0112, 0.0108, 0.0103, 0.0097, 0.009]"
31,"jesus, orar, vigilia, amem, avise, quebrar, senhor, nome, brasil, vosso","[0.0178, 0.0176, 0.0164, 0.0138, 0.0123, 0.0118, 0.011, 0.0107, 0.0095, 0.0095]"
32,"jesus, cristo, banker, biblia, fe, pecado, our, atualizada, we, venda","[0.0456, 0.0238, 0.0129, 0.0126, 0.0118, 0.0115, 0.0111, 0.0099, 0.0097, 0.0096]"
33,"sbt, audiencia, participar, espectadores, reunir, sexta, debate, expresidiario, entrevista, puder","[0.1835, 0.1378, 0.1277, 0.0865, 0.0801, 0.0741, 0.0696, 0.0679, 0.0575, 0.0565]"
34,"eleitores, missao, estourar, 01, 200, votaram, conseguir, 22, telegram, divulgue","[0.0367, 0.0285, 0.0215, 0.0212, 0.0201, 0.0199, 0.0198, 0.0177, 0.017, 0.0169]"
35,"fe, homem, confiar, deus, homens, confiem, confia, maldito, acreditando, facil","[0.0299, 0.0211, 0.0178, 0.0154, 0.0147, 0.0144, 0.0139, 0.0138, 0.0128, 0.0124]"
36,"crueldade, brasil, terrivel, corajosos, avisando, completaram, direcao, bravos, ta, revelacao","[0.0169, 0.0143, 0.0127, 0.0118, 0.0115, 0.0109, 0.0107, 0.0106, 0.0105, 0.0103]"
37,"orar, confiar, confio, fe, el, vamos, deus, rezar, punto, forjar","[0.0351, 0.0331, 0.0221, 0.0209, 0.0167, 0.0161, 0.0156, 0.015, 0.0126, 0.0126]"
38,"venezuela, cuba, promessas, chavez, arcarao, fuzilamento, irrestrita, festejavam, venezuelanos, nicaragua","[0.0423, 0.0176, 0.0168, 0.0158, 0.0151, 0.0151, 0.014, 0.014, 0.0137, 0.0131]"
39,"news, crie, fake, repeticao, usadas, vc, controle, taticas, controla, jornalista","[0.0242, 0.0227, 0.0217, 0.0183, 0.0173, 0.0158, 0.0149, 0.0143, 0.0126, 0.0119]"
40,"tribunal, penal, republica, procurador, geral, supremo, ministros, decretolei, jurista, constitucional","[0.0544, 0.0457, 0.0451, 0.045, 0.0384, 0.0381, 0.0353, 0.0347, 0.0339, 0.0323]"
41,"censura, bruscamente, estrangulado, rotina, desmonetizacao, compartilhamento, conservadoras, virou, alcance, midias","[0.0887, 0.0718, 0.0718, 0.0699, 0.0697, 0.0639, 0.0632, 0.0628, 0.06, 0.0576]"
42,"pl, governador, senador, ptb, 222, dep, deputado, prtb, rp, coronel","[0.0851, 0.0473, 0.0447, 0.0358, 0.0355, 0.0241, 0.0238, 0.0231, 0.0219, 0.0203]"
43,"55, phone, souza, gilson, 31, 54, soldador, 984256473, ton, 992323297","[0.099, 0.0951, 0.0171, 0.017, 0.0154, 0.0147, 0.0137, 0.0136, 0.0136, 0.0136]"
44,"perfis, cuidado, perfil, notem, pessoal, grupos, postando, tentando, etc, falando","[0.0973, 0.0869, 0.0779, 0.0648, 0.0563, 0.0558, 0.0502, 0.0465, 0.0459, 0.0439]"
45,"11, 2022, chamada, manifestando, 15, concentracoes, espalha, feriado, urgente, terca","[0.0523, 0.0491, 0.0456, 0.0367, 0.0347, 0.034, 0.0337, 0.0336, 0.0327, 0.032]"
46,"vcs, videos, enganados, pq, fotos, contea, ebpor, traindo, petistas, nomes","[0.0248, 0.0238, 0.02, 0.016, 0.0149, 0.0148, 0.0143, 0.014, 0.0138, 0.0127]"
47,"boa, noite, quiser, bom, goncalo, estaremos, abencoe, excelente, dia, your","[0.0529, 0.0507, 0.0332, 0.0327, 0.0325, 0.0309, 0.0261, 0.0261, 0.0261, 0.024]"
48,"groups, tool, managing, professional, welcome, david, telegram, user, davidson, fulford","[0.405, 0.405, 0.4042, 0.4028, 0.402, 0.2307, 0.2056, 0.063, 0.0213, 0.0135]"
49,"ignoreos, eco, divulgacao, propaganda, rede, antibrasileiros, quebre, filmem, existissem, contrapontos","[0.064, 0.0632, 0.0578, 0.0573, 0.0498, 0.0398, 0.0388, 0.0381, 0.0381, 0.0381]"
50,"evangelho, cor, liturgica, deg, senhor, gloria, pvdeus, hearts, proclamacao, altissimo","[0.0153, 0.0125, 0.0116, 0.0113, 0.0112, 0.0098, 0.0094, 0.0092, 0.0082, 0.0081]"
51,"dizer, bandeira, boiar, absteve, repassa, intervencao, blusas, vincule, ordem, cantar","[0.0382, 0.0377, 0.031, 0.0307, 0.0306, 0.0305, 0.0299, 0.0297, 0.0295, 0.0292]"
52,"entendem, guerrilhas, acionadas, sofa, fronteiras, favelas, relatorio, comercio, dai, abrir","[0.0363, 0.0318, 0.0229, 0.0224, 0.0216, 0.0215, 0.0198, 0.0196, 0.0179, 0.0176]"
53,"ferrovia, fez, defendeu, criou, combate, voltar, deu, possibilitou, pocos, construidas","[0.0307, 0.0274, 0.0206, 0.0186, 0.0175, 0.0172, 0.0171, 0.0165, 0.0163, 0.0163]"
54,"decrete, combata, formem, youtu, provida, be, abstencoes, repreenda, trem, bispo","[0.031, 0.03, 0.0294, 0.0294, 0.0293, 0.0292, 0.0286, 0.0285, 0.0283, 0.028]"
55,"liberdades, tinyurl, coluna, marilia, igualdade, sempre, democracia, acusadores, formamos, superamos","[0.014, 0.0114, 0.0102, 0.0102, 0.0098, 0.0098, 0.0097, 0.0095, 0.0094, 0.0092]"
56,"esquerda, conservadora, narrativas, limiar, devese, autodestruindo, antivida, antideus, fortalece, lares","[0.0171, 0.012, 0.0119, 0.0108, 0.0106, 0.0102, 0.01, 0.01, 0.0099, 0.0096]"
57,"escrito, sagrada, ceus, biblia, jesus, palavra, cristo, filho, terra, corpo","[0.0447, 0.0263, 0.022, 0.0202, 0.0175, 0.0159, 0.0141, 0.0138, 0.0129, 0.0116]"
58,"ruas, desistimos, aguentem, caminhoneiros, derrubamos, seguidos, mobilizados, lutem, tomem, amor","[0.0532, 0.036, 0.0318, 0.031, 0.03, 0.0284, 0.0272, 0.0255, 0.0243, 0.0238]"
59,"israel, moises, jaco, elias, juda, arao, senhor, monte, israelitas, jerusalem","[0.0292, 0.026, 0.0226, 0.0168, 0.0155, 0.0149, 0.014, 0.0123, 0.0116, 0.011]"
60,"nome, jesus, cristo, vitoria, ipc, vindos, repreendido, virar, vai, ganhar","[0.1242, 0.0792, 0.0483, 0.0349, 0.0265, 0.0194, 0.0185, 0.0172, 0.0169, 0.0161]"
61,"direito, manifestacao, arruda, manifestantes, subindo, cidadaos, advogado, passagem, caso, carros","[0.0156, 0.0146, 0.0138, 0.0136, 0.0135, 0.0133, 0.0132, 0.0131, 0.0128, 0.0128]"
62,"eleitores, missao, estourar, 01, telegram, divulgue, votaram, 200, conseguir, 22","[0.0354, 0.0249, 0.0187, 0.0184, 0.0179, 0.0178, 0.0176, 0.0175, 0.0172, 0.0162]"
63,"youtu, be, lula, pobre, diz, defende, pt, ditaduras, bater, papel","[0.0949, 0.0942, 0.0658, 0.0449, 0.0427, 0.0381, 0.0301, 0.0281, 0.0271, 0.0261]"
64,"desagrada, nulo, agrada, votar, representante, seguimos, contigo, voto, naquele, perfeito","[0.0396, 0.0379, 0.0362, 0.0342, 0.0338, 0.0327, 0.0277, 0.0268, 0.0247, 0.0246]"
65,"irao, kitgays, smartfit, ivy, todes, criances, meredas, star, hormonio, pronome","[0.0819, 0.0683, 0.0683, 0.0683, 0.0683, 0.0683, 0.0683, 0.0681, 0.0681, 0.0678]"
66,"descer, jairo, impios, lembrate, senhor, deixe, palavra, ceu, pai, maldita","[0.0127, 0.0113, 0.0101, 0.0096, 0.0089, 0.0088, 0.0085, 0.0083, 0.0079, 0.0072]"
67,"flow, notificacoes, encaminhe, aperte, sininho, unirmos, dobro, podcast, dantas, colocou","[0.0734, 0.0703, 0.0703, 0.0702, 0.0695, 0.0692, 0.0649, 0.0637, 0.0625, 0.0623]"
68,"misericordia, miseraveis, ansiedade, envolvidos, aguardem, nacao, pegador, exalcado, decelcionada, amanheceu","[0.2376, 0.0284, 0.0241, 0.0208, 0.0206, 0.0198, 0.0195, 0.0195, 0.0195, 0.0195]"
69,"and, my, previo, aviso, mcpherson, to, mr, you, of, with","[0.0527, 0.0501, 0.049, 0.0414, 0.0384, 0.0365, 0.0351, 0.0314, 0.0312, 0.0299]"
70,"ewzipdz42veynzjh, janeiro, rj, rio, relate, digitando, chame, administradores, convite, envie","[0.0636, 0.0535, 0.0531, 0.0471, 0.0312, 0.0312, 0.0311, 0.031, 0.0309, 0.0307]"
71,"patria, familia, liberdade, feito, treine, parede, conquistada, foque, distracoes, sinta","[0.0421, 0.042, 0.0405, 0.034, 0.0327, 0.0278, 0.0274, 0.0266, 0.0256, 0.0241]"
72,"salve, brasil, selada, abencoe, proteja, fechadas, brasileiro, sorte, deus, selva","[0.0467, 0.0333, 0.0327, 0.0279, 0.0231, 0.021, 0.0208, 0.0191, 0.0186, 0.0185]"
73,"bencaos, simira, biro, paguei, chegariam, continuarao, maravilhosas, fortalecendo, fato, grato","[0.0725, 0.0597, 0.0597, 0.0589, 0.0576, 0.0544, 0.0528, 0.052, 0.0488, 0.0475]"
74,"eleitores, missao, estourar, 01, 22, 200, votaram, conseguir, compartilhe, eleiores","[0.034, 0.0266, 0.0201, 0.0198, 0.0196, 0.0188, 0.0186, 0.0185, 0.0183, 0.0173]"
75,"pais, filhos, endeusam, acontecer, netos, aconteca, geracoes, erramos, sujeira, futuras","[0.0433, 0.0194, 0.0186, 0.0156, 0.0152, 0.0148, 0.0142, 0.014, 0.0121, 0.0116]"
76,"obrigado, 001, mostrado, precisei, garantido, serve, abencoe, user, 212, quero","[0.0846, 0.0805, 0.0785, 0.0656, 0.0651, 0.0651, 0.0449, 0.0436, 0.0425, 0.0414]"
77,"investir, investi, investindo, plataforma, confiei, arriscar, resolvi, acreditei, entrei, administrador","[0.0664, 0.0654, 0.0615, 0.0575, 0.0519, 0.0498, 0.0498, 0.0498, 0.0493, 0.045]"
78,"negocios, obrigado, feedback, confiar, parabens, continue, venha, desejo, fazendo, mim","[0.2102, 0.1917, 0.1901, 0.1654, 0.1501, 0.1482, 0.1419, 0.1389, 0.1081, 0.0889]"
79,"sede, regiao, militar, av, feito, duque, caxias, praca, intervencao, centro","[0.0534, 0.0519, 0.0392, 0.0297, 0.0296, 0.0206, 0.0202, 0.0172, 0.0152, 0.0141]"
80,"tse, censurar, estadao, esqueca, salva, aprendem, leia, limites, exige, jornal","[0.047, 0.0391, 0.0291, 0.0258, 0.0252, 0.0248, 0.0233, 0.0218, 0.0213, 0.021]"
81,"exige, banimento, permitir, documentar, phoenix, atrasando, bundao, povo, consumir, ajustes","[0.0187, 0.0164, 0.0142, 0.0131, 0.0129, 0.0129, 0.0127, 0.0126, 0.0125, 0.0125]"
82,"ativar, bot, conectese, feedback, brazil, guaruja, valente, comecar, ganhar, davi","[0.1954, 0.1883, 0.1879, 0.1778, 0.1746, 0.1734, 0.1712, 0.1497, 0.1191, 0.1015]"
83,"derci, amo, video, jesus, , , , , , ","[1.0906, 0.8483, 0.5002, 0.1658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,"ruas, pora, esquerdos, ffaa, linhas, pronunciar, consciente, apuracao, precisamos, poderao","[0.033, 0.0269, 0.0193, 0.0188, 0.0144, 0.0141, 0.0137, 0.0136, 0.0133, 0.0132]"
85,"gunther, schweitzer, jornalismo, fm, gravescompartilhem, whatsszap, sujeiras, rondam, censure, b22","[0.0447, 0.0447, 0.0443, 0.043, 0.0429, 0.0429, 0.0425, 0.0422, 0.0422, 0.0411]"
86,"niteroi, internacional, derruba, abri, criamos, nova, compartilha, fecha, respaldo, oficial","[0.1127, 0.0638, 0.0596, 0.057, 0.0554, 0.0529, 0.0512, 0.0507, 0.0464, 0.0446]"
87,"intervencao, quarteis, militar, candidatar, pecam, federal, podera, 142, frente, cartazes","[0.0345, 0.0225, 0.021, 0.02, 0.0195, 0.0192, 0.0181, 0.0175, 0.0169, 0.0166]"
88,"missao, estourar, provaremos, 01, conseguir, compartilhe, eleiores, eleitores, bemvindo, urnas","[0.0271, 0.0205, 0.0205, 0.0204, 0.0188, 0.0184, 0.0176, 0.0174, 0.0173, 0.0169]"
89,"emprego, imposto, verba, recorde, emissoras, pt, estudantes, investimentos, zerado, saneamento","[0.0296, 0.0275, 0.0275, 0.0267, 0.0262, 0.0236, 0.0229, 0.0227, 0.0205, 0.0202]"
90,"ltda, 18h30, vizualizacoes, viraliza, inteligencia, podcast, daqui, bater, milhao, entrevista","[0.161, 0.1586, 0.1586, 0.1495, 0.1057, 0.098, 0.0954, 0.0912, 0.0903, 0.0849]"
91,"paz, es, senhor, canteiro, consolacoes, elizabetelacerda, salve, ti, filhinhos, porcos","[0.0206, 0.0121, 0.0112, 0.0103, 0.0103, 0.0103, 0.0095, 0.0092, 0.0091, 0.009]"
92,"plataforma, retirei, deco, recompensara, lucro, maravilhosa, sucesso, acabei, parabens, abencoalo","[0.1231, 0.0847, 0.069, 0.0647, 0.0646, 0.0548, 0.0524, 0.0465, 0.0463, 0.0459]"
93,"video, like, notificacoes, aperte, jesus, sininho, amo, fiel, encaminhe, dantas","[0.1995, 0.0886, 0.0686, 0.0685, 0.068, 0.0678, 0.0677, 0.0663, 0.0645, 0.0623]"
94,"tool, groups, managing, professional, welcome, telegram, mateus, davide, user, davi","[0.3832, 0.3832, 0.3825, 0.3811, 0.3804, 0.1945, 0.0782, 0.0734, 0.0596, 0.0419]"
95,"saia, cole, salafrario, atrapalhando, peco, adm, copie, acompanhe, atrapalhar, novamente","[0.0919, 0.0908, 0.0702, 0.0689, 0.0686, 0.0648, 0.0632, 0.0615, 0.0603, 0.06]"
96,"direito, manifestacao, caso, manifestantes, subindo, advogado, passagem, intervencao, carros, advogada","[0.0222, 0.0209, 0.0186, 0.0181, 0.018, 0.0179, 0.0174, 0.0172, 0.0171, 0.0168]"
97,"bemsucedido, objetivos, atingir, alcancar, capaz, novo, impede, ontem, desiste, assinantes","[0.0866, 0.0778, 0.074, 0.0645, 0.0606, 0.0545, 0.054, 0.0496, 0.0473, 0.0453]"
98,"shacharit, manha, abraao, shaharit, shhr, shachar, hebraica, levantouse, amanhecer, iniciado","[0.186, 0.1687, 0.1142, 0.0792, 0.0792, 0.0792, 0.0759, 0.0755, 0.0741, 0.0731]"
99,"ultrarrica, multigeracional, inscrever, apareceram, medicina, natural, melhores, gosta, banqueiros, youtube","[0.1437, 0.1437, 0.135, 0.1326, 0.1118, 0.1063, 0.1, 0.0983, 0.0972, 0.0969]"
100,"youtu, be, lula, arrombando, saltando, surpreendido, trevas, ferido, feriu, culpado","[0.0524, 0.052, 0.0408, 0.0384, 0.0384, 0.0374, 0.0371, 0.0358, 0.0356, 0.032]"
101,"confia, crer, errado, sigla, ro, rr, troque, pi, rn, pb","[0.1177, 0.1132, 0.0757, 0.0717, 0.0709, 0.0695, 0.069, 0.0683, 0.0675, 0.0672]"
102,"arruda, 000, ex, bet365, sr, mesarios, software, alexandre, frota, jose","[0.031, 0.0276, 0.0244, 0.0222, 0.022, 0.0219, 0.0216, 0.0216, 0.0213, 0.0196]"
103,"alegam, impedida, sistemica, pornografia, censura, previa, traficantes, canais, redes, prisoes","[0.0246, 0.0233, 0.0166, 0.0159, 0.0122, 0.0121, 0.0119, 0.0117, 0.0114, 0.0106]"
104,"ativar, conectese, bot, alves, feedback, comecar, parana, 29, mateus, ganhar","[0.2049, 0.2012, 0.1974, 0.1967, 0.1865, 0.157, 0.1493, 0.1439, 0.1402, 0.1249]"
105,"aborto, abortista, repense, genero, drogas, cristaos, liberar, ideologia, ameacas, neopentecostal","[0.0788, 0.0471, 0.0387, 0.0342, 0.0337, 0.0322, 0.0314, 0.03, 0.0291, 0.0286]"
106,"11984859213, servico, egora, morei, poblema, trufas, 01416155830, tel, cadastro, implorando","[0.1142, 0.0822, 0.0676, 0.0669, 0.0652, 0.0652, 0.0652, 0.0646, 0.0643, 0.0629]"
107,"votos, senadores, eleitos, deputados, mdb, psd, uniao, pdt, estaduais, psb","[0.0737, 0.054, 0.0463, 0.0371, 0.0296, 0.0272, 0.0264, 0.0252, 0.0228, 0.0211]"
108,"alcancar, objetivos, sucedido, impediu, ontem, determinado, desiste, sucesso, novo, assinantes","[0.0889, 0.0701, 0.0585, 0.0494, 0.0454, 0.0433, 0.0426, 0.0409, 0.039, 0.0381]"
109,"importacao, 21, impostos, produtos, mar, dez, sobre, cofins, pis, espere","[0.1209, 0.0822, 0.0811, 0.068, 0.0497, 0.0467, 0.0447, 0.041, 0.0405, 0.038]"
110,"69, estados, 71, 61, 67, df, 60, 72, 62, 80","[0.0673, 0.0599, 0.0548, 0.0538, 0.0536, 0.0535, 0.0459, 0.0388, 0.0355, 0.0342]"
111,"exames, ceratocone, financeiros, faltando, completar, motivos, 34885981875, consegui, meta, agradecendo","[0.2786, 0.1783, 0.1539, 0.1514, 0.1392, 0.139, 0.13, 0.1277, 0.1266, 0.1221]"
112,"estara, exclusiva, embaixo, 19h, atento, influenciador, horario, contamos, abraco, online","[0.1031, 0.0935, 0.0919, 0.09, 0.0859, 0.082, 0.0757, 0.0697, 0.0692, 0.0689]"
113,"oportunidades, oro, alegria, oportunidade, amadurecam, facame, deme, livrame, encheu, proclamalo","[0.0736, 0.0711, 0.0547, 0.0371, 0.0361, 0.0357, 0.0353, 0.0353, 0.035, 0.0342]"
114,"vistam, 1112, dominadores, poderem, armadura, efesios, pacificamente, ciladas, orar, cremos","[0.0792, 0.0787, 0.0766, 0.073, 0.0726, 0.07, 0.0693, 0.0673, 0.0661, 0.0605]"
115,"irmaos, irmao, juntosomosfortes, 41161774823, sutento, damasio2, picpey, cotinuemos, coseguir, compadecer","[0.0913, 0.0822, 0.072, 0.0705, 0.0705, 0.0705, 0.0705, 0.0705, 0.0705, 0.0702]"
116,"centavos, 11932178721, desempregada, pamela, precisando, tocar, pequenos, oq, coracao, pix","[0.1449, 0.0895, 0.0887, 0.0879, 0.0844, 0.0824, 0.0813, 0.0794, 0.0754, 0.074]"
117,"mostrou, crime, silva, degenerados, perturbador, avacalhacao, abreviatura, facinorosos, acobertamento, desmoralizante","[0.0448, 0.0435, 0.0372, 0.0294, 0.0285, 0.0285, 0.0285, 0.0285, 0.0285, 0.0285]"
118,"assista, youtube, gr, venezuel, vigilia, intervencaodivina, user, esconderam, apresentador, batalha","[0.1086, 0.0944, 0.0478, 0.0478, 0.046, 0.0417, 0.0398, 0.0382, 0.0373, 0.0357]"
119,"ptb, 69, estados, coronel, tenente, pl, df, 71, 61, 67","[0.0365, 0.0308, 0.0292, 0.0277, 0.0275, 0.0268, 0.0265, 0.0251, 0.0246, 0.0245]"
120,"amparadoras, consciencias, oracao, ti, permita, anjos, ore, seg, chacina, calcadas","[0.0375, 0.0369, 0.0357, 0.0356, 0.0351, 0.0323, 0.0319, 0.029, 0.0288, 0.0278]"
121,"upgrade, duvide, investe, testemunha, confiavel, perdendo, quao, maravilhoso, abencoando, investidores","[0.1471, 0.1428, 0.1428, 0.1357, 0.1286, 0.1154, 0.1125, 0.1085, 0.102, 0.1006]"
122,"us, eterno, bendito, anjo, paz, iluminas, facas, sono, mao, maus","[0.1155, 0.0825, 0.0768, 0.0716, 0.0593, 0.0501, 0.0489, 0.044, 0.0383, 0.0368]"
123,"pazsejaconvosco, oremunspelosoutros, bomdia, ntlh, deusteabencoe, brasilacimadetudo, deuspatriafamilialiberdade, deusacimadetodos, orempelobrasil, otimaquintafeira","[0.1588, 0.1588, 0.1588, 0.1531, 0.1497, 0.1479, 0.1455, 0.1421, 0.134, 0.064]"
124,"acabei, membros, feliz, receber, empresa, lucro, abencoe, noite, manha, antonia","[0.2043, 0.1923, 0.1632, 0.15, 0.1402, 0.1076, 0.0864, 0.0817, 0.0659, 0.062]"
125,"administram, gerentes, abencoalo, sucesso, retirar, obrigado, lucros, continue, empresa, gerente","[0.1845, 0.1777, 0.1585, 0.156, 0.1282, 0.1248, 0.1135, 0.1135, 0.089, 0.0865]"
126,"empresa, lucro, enviar, abencoar, proteger, redor, problemas, investir, admin, perseguicao","[0.0669, 0.0647, 0.0569, 0.0561, 0.0552, 0.0542, 0.0532, 0.0522, 0.0514, 0.0513]"
127,"defender, ameaco, uniram, perceberam, falsas, democracia, passado, sempre, escolha, milhao","[0.031, 0.0265, 0.0255, 0.0254, 0.0218, 0.0217, 0.0184, 0.0183, 0.018, 0.0179]"
128,"orem, canal, visitem, rezem, user, parceiros, aconteca, guarde, rosario, civil","[0.1477, 0.1391, 0.0793, 0.0771, 0.0761, 0.0748, 0.0653, 0.0627, 0.0575, 0.0477]"
129,"aceitaremos, bens, manipulada, rua, brasileiro, dublado, comtinuar, taxista, km, ladrao","[0.0232, 0.0141, 0.014, 0.0137, 0.0135, 0.0133, 0.0133, 0.0127, 0.0126, 0.0126]"
130,"faremos, completo, possamos, total, atingir, postar, apuracao, saia, relatorio, entrar","[0.1057, 0.1036, 0.1003, 0.0978, 0.0901, 0.0853, 0.0759, 0.0758, 0.0725, 0.0689]"
131,"gratidao, representamos, paizinho, senhor, entregamos, amem, romanos, alegria, perdoa, graca","[0.033, 0.023, 0.0221, 0.0209, 0.0208, 0.019, 0.0165, 0.0156, 0.0145, 0.0138]"
