Tópico,Palavras,Pesos
32,"terrabrasilnoticias, eclipse, reforco, dependencia, lidera, remocao, 3000, extra, aurelio, asteroide","[0.1353, 0.028, 0.0211, 0.0183, 0.0181, 0.0176, 0.0176, 0.0173, 0.0166, 0.0161]"
33,"13, rola, cu, passando, chegar, compartilhe, ate, vai, 13vai, lula","[0.0682, 0.0237, 0.022, 0.0151, 0.0077, 0.005, 0.0021, 0.0014, 0.001, 0.0007]"
34,"fraude, fraudadas, urnas, fraudes, fraudar, votos, impresso, eletronicas, roubados, urna","[0.0147, 0.0118, 0.0115, 0.0092, 0.0048, 0.0046, 0.0045, 0.0037, 0.0035, 0.0033]"
35,"brazilnewsinforma, bni, informa, agradece, brazil, saiba, video, filmada, ajudenos, exaltando","[0.0209, 0.0205, 0.0162, 0.0158, 0.0141, 0.011, 0.0097, 0.0073, 0.0068, 0.0067]"
36,"youtube, youtuber, revelacao, vivo, live, euapoiooscaminhoneiros, contestam, youtubers, curtam, curte","[0.0349, 0.0099, 0.009, 0.0076, 0.0071, 0.0069, 0.0069, 0.0068, 0.0068, 0.0065]"
37,"jornaldacidadeonline, br, www, contraventor, gazetaweb, forcatarefa, advocacia, realiza, estarrecedor, escritorio","[0.2743, 0.0273, 0.0201, 0.0161, 0.014, 0.013, 0.0082, 0.0077, 0.0071, 0.007]"
38,"watch, fb, karajas, redetv, infiel, esfraquecer, sensacional, curta, maravilhosa, comenta","[0.04, 0.0399, 0.0155, 0.0077, 0.007, 0.0068, 0.0055, 0.0054, 0.0053, 0.0048]"
39,"vou, vc, burro, ta, kk, cara, botei, mano, braba, sei","[0.0085, 0.0082, 0.008, 0.0078, 0.0077, 0.0064, 0.006, 0.0056, 0.0054, 0.0053]"
40,"youtube, www, unidos, estados, veja, eleicao, , , , ","[0.1513, 0.0327, 0.0015, 0.0007, 0.0007, 0.0004, 0.0, 0.0, 0.0, 0.0]"
41,"oabsp, brasil247, amplia, validos, presidios, eleitores, reduz, vivem, votos, brasileiros","[0.0054, 0.0047, 0.004, 0.0037, 0.0034, 0.0032, 0.0032, 0.0031, 0.003, 0.0029]"
42,"twitter, mobile, lotarmos, transmitido, noblat, enquete, especifico, tweeter, hummmmmmm, tweet","[0.0557, 0.0091, 0.009, 0.0079, 0.0074, 0.0068, 0.0062, 0.0062, 0.0062, 0.0059]"
43,"policia, policiais, policial, policias, aceno, obstruindo, obstruiu, atirou, ordens, acordabrasil","[0.0312, 0.02, 0.0157, 0.0061, 0.0051, 0.005, 0.0048, 0.0046, 0.0045, 0.0045]"
44,"senhor, jesus, cristo, espirito, pecado, gloria, deus, oro, devocional, amem","[0.0092, 0.0075, 0.0054, 0.0053, 0.0051, 0.0051, 0.005, 0.005, 0.0048, 0.0045]"
45,"ruas, samos, irmos, ir, pras, rua, devemos, peso, giripoca, esfriarem","[0.0247, 0.0099, 0.0097, 0.0094, 0.0089, 0.0085, 0.0052, 0.0049, 0.0049, 0.0049]"
46,"nordestino, nordeste, nordestinos, nordestina, culpa, sudeste, comemoramos, norte, brilhando, duvidou","[0.0454, 0.0445, 0.0229, 0.0108, 0.0078, 0.0074, 0.0073, 0.0056, 0.0052, 0.0051]"
47,"apostagem, siganos, telegram, whatsapp, chat, direitaonline, ipec, tac, tic, br","[0.0655, 0.0398, 0.0249, 0.0185, 0.0175, 0.0149, 0.006, 0.0053, 0.0052, 0.0048]"
48,"patriotas, patriota, patriotismo, imcomparavel, bom, comendador, defenderem, luta, afrouxa, gasparian","[0.0409, 0.0221, 0.0082, 0.0074, 0.0068, 0.006, 0.0058, 0.0053, 0.0052, 0.0052]"
49,"acho, sei, nada, impixou, vc, sinceramente, comuni, ociali, entendi, coisa","[0.0088, 0.0086, 0.006, 0.0052, 0.0049, 0.0049, 0.0049, 0.0049, 0.0046, 0.0038]"
50,"odysee, taboolanews, imirante, boraagir, namaste, templariodemaria, brabo, ocombatente, linharesjr, vendese","[0.1249, 0.0688, 0.0688, 0.0668, 0.065, 0.0557, 0.0529, 0.0516, 0.0507, 0.0428]"
51,"consignado, portalmarilia, auxilio, marilia, credibilidade, beneficiarios, portal, caixa, emprestimo, bancos","[0.0459, 0.0443, 0.0389, 0.0332, 0.0273, 0.0242, 0.0216, 0.0211, 0.0168, 0.0152]"
52,"instagram, , , , , , , , , ","[0.1588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53,"armadas, militares, forcas, soldado, continencia, militar, soldados, canelas, intervir, militarismo","[0.0174, 0.016, 0.0151, 0.0115, 0.0085, 0.0076, 0.0075, 0.0065, 0.006, 0.006]"
54,"caminhoneiros, caminhoneiro, camioneiros, transportadoras, paralizacao, sozinhos, shell, rodovias, paralisacao, agro","[0.0661, 0.016, 0.0126, 0.0089, 0.0086, 0.0082, 0.0075, 0.0073, 0.0072, 0.0065]"
55,"ministros, substituto, ministro, toffoli, tofoli, cargo, ministra, palestrarao, titulares, senhores","[0.0206, 0.0184, 0.0158, 0.0097, 0.0078, 0.007, 0.0069, 0.0064, 0.0062, 0.0059]"
56,"orar, fe, deus, clamar, rezar, espiritual, divina, criador, proteja, ajoelharmos","[0.039, 0.0151, 0.0128, 0.0095, 0.0084, 0.006, 0.0056, 0.0055, 0.0054, 0.0054]"
57,"g1, globo, cantanhede, eliane, suapepe, bolsopata, recomendo, bolsoloides, chequem, fiat","[0.3495, 0.19, 0.0154, 0.0144, 0.0131, 0.012, 0.011, 0.0109, 0.0097, 0.0084]"
58,"governo, plano, porq, nivelem, impopular, rigoni, portalmarcossantos, raca, maldita, montou","[0.0144, 0.0134, 0.0057, 0.0057, 0.0055, 0.0053, 0.0052, 0.0041, 0.0041, 0.0041]"
59,"youtube, www, top, urgente, , , , , , ","[0.1512, 0.0328, 0.0057, 0.0008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60,"seo, reas, oras, tm, iptv, ilimitado, ilimitada, iphone, precisando, valor","[0.0613, 0.0612, 0.0606, 0.06, 0.0571, 0.0532, 0.0511, 0.0495, 0.047, 0.0448]"
61,"acesse, entrar, link, whatsapp, chat, prestam, continencia, grupo, pms, responsaveis","[0.1358, 0.1029, 0.0551, 0.0436, 0.0393, 0.0331, 0.027, 0.0246, 0.0244, 0.0203]"
62,"jesus, nome, repreendido, ligo, amem, cristo, clamor, ceu, concordancia, creio","[0.0559, 0.0383, 0.0319, 0.0261, 0.0223, 0.0189, 0.0178, 0.0149, 0.0141, 0.0127]"
63,"esquerdista, esquerda, direita, conservador, liberalismo, judicializando, friedman, esquerdistas, destruirem, conservadores","[0.0285, 0.0112, 0.0092, 0.0081, 0.0067, 0.006, 0.0058, 0.0049, 0.0047, 0.0046]"
64,"nordeste, nordestinos, nordestino, nordestina, sudeste, favorecidos, votos, dividir, gratuto, votam","[0.029, 0.0281, 0.0226, 0.0075, 0.0068, 0.0056, 0.0051, 0.005, 0.0046, 0.0045]"
65,"mudarmos, impulsionamento, clara, desejo, condicoes, compartilha, seguir, acredito, puder, minimo","[0.0767, 0.075, 0.0495, 0.049, 0.0475, 0.0443, 0.0386, 0.0384, 0.0368, 0.0287]"
66,"r7, noticias, yuhuuuuuuu, rapidez, pessimista, maracutaia, aliado, estranho, mostrando, assunto","[0.7349, 0.2262, 0.0419, 0.0215, 0.0181, 0.0097, 0.0092, 0.0043, 0.0035, 0.0034]"
67,"video, esclarecedor, votar, favoritos, compartilhado, nulo, 11970798184, fraudulenta, videos, ps","[0.0129, 0.0096, 0.0082, 0.0072, 0.007, 0.0058, 0.0054, 0.0054, 0.0051, 0.0048]"
68,"lgbt, gay, irritam, gays, transfobico, homossexual, homofobico, comunidade, racismo, falas","[0.0419, 0.0396, 0.0317, 0.029, 0.0274, 0.0223, 0.0199, 0.0152, 0.015, 0.0143]"
69,"politica, politico, politicos, debater, politicalivre, discussao, gostam, interagir, patrio, entendi","[0.0225, 0.0104, 0.0102, 0.0079, 0.0074, 0.0068, 0.0049, 0.0046, 0.0045, 0.004]"
70,"info, eleicoes2022, descubra, ganhando, vote, verdade, lula, bolsonaro, manual, deolhoalagoas","[0.2869, 0.2824, 0.26, 0.223, 0.0885, 0.0459, 0.0068, 0.006, 0.0027, 0.0026]"
71,"professores, professora, professor, escola, escolas, doutrinar, educacao, professoras, aula, alunos","[0.0362, 0.019, 0.0187, 0.0127, 0.0125, 0.0116, 0.0108, 0.0101, 0.0098, 0.0094]"
72,"uol, noticias, br, tragico, gado, explica, acha, fim, aqui, direito","[0.2909, 0.1586, 0.0289, 0.0064, 0.0035, 0.0018, 0.0016, 0.0009, 0.0009, 0.0008]"
73,"heloapp, toque, ver, api16normaluseast1a, heloapi, helo, recompensas, gratuito, baixar, diario","[0.8079, 0.7505, 0.1301, 0.0221, 0.0221, 0.0211, 0.0188, 0.0071, 0.0069, 0.0056]"
74,"mulheres, feministas, mulher, feminista, feminazis, agridem, dec, 3r, sofia, assessora","[0.0395, 0.0285, 0.0284, 0.015, 0.0112, 0.0106, 0.0099, 0.0099, 0.0098, 0.0095]"
75,"bni, brazilnewsinforma, informa, agradece, brazil, saiba, monalisa, news, perrone, compartilhe","[0.0733, 0.0733, 0.0599, 0.0576, 0.0522, 0.039, 0.0164, 0.0144, 0.0143, 0.0127]"
76,"crime, criminosos, advogado, criminoso, revistaforum, crimes, bolsonarentos, importam, organizado, assombra","[0.0184, 0.0178, 0.0173, 0.0138, 0.0113, 0.0108, 0.0092, 0.0089, 0.0079, 0.0076]"
77,"amazonas, amazonia, desmatamento, amazonino, bioma, amazon, kitkat, espantado, amazonico, amazonica","[0.044, 0.0388, 0.0275, 0.0235, 0.0145, 0.0117, 0.0105, 0.0102, 0.0099, 0.0098]"
78,"sociais, redes, brevidade, bomperfil, derrubarem, social, arrecada, possible, much, let","[0.0289, 0.028, 0.0226, 0.0149, 0.0148, 0.013, 0.0116, 0.0115, 0.0109, 0.0104]"
79,"gritem, intervencao, federal, pedir, cartases, pedindo, faixas, militar, maiusculas, espontaneo","[0.0718, 0.0578, 0.026, 0.0159, 0.014, 0.0108, 0.0105, 0.0075, 0.0072, 0.007]"
80,"musica, idenizar, musico, cantar, xingado, coberta, ceis, musicas, gramado, citar","[0.0797, 0.0229, 0.019, 0.0162, 0.016, 0.0148, 0.014, 0.0138, 0.0135, 0.0132]"
81,"bocahomens, cagando, carae, bosta, vomitando, minja, carahomens, ninha, mijando, boca","[0.084, 0.0794, 0.0733, 0.0719, 0.0699, 0.0655, 0.0365, 0.0364, 0.0263, 0.0157]"
82,"espionadas, whatsapp, cravos, temporarias, remover, regulalas, 991640817, mensagens, organize, conversas","[0.0165, 0.0129, 0.0121, 0.0092, 0.0085, 0.0081, 0.0081, 0.0078, 0.0075, 0.0074]"
83,"podcast, ltda, flow, inteligencia, espectadores, simultaneos, milhao, podcasts, insuperaveis, entrevista","[0.094, 0.0351, 0.0272, 0.0232, 0.0223, 0.0212, 0.0181, 0.0178, 0.0138, 0.0129]"
84,"satanas, satanista, demonios, satanica, diabo, satanistas, inferno, demonio, satanico, satanismo","[0.0516, 0.0367, 0.0244, 0.0196, 0.0191, 0.0179, 0.0178, 0.0147, 0.0138, 0.0107]"
85,"vacina, vacinas, vacinacao, covid, pfizer, mentira, mrna, covid19, cardiaco, cartao","[0.0384, 0.0312, 0.0138, 0.0126, 0.0118, 0.0107, 0.0085, 0.0079, 0.0078, 0.0077]"
86,"misericordia, jesus, orar, amem, senhor, pecados, salva, cremos, pedimos, deus","[0.0129, 0.012, 0.0107, 0.0103, 0.0098, 0.0076, 0.0073, 0.0071, 0.0067, 0.0067]"
87,"blogafonte, br, blogdotupan, ponderacao, hahah, editores, exonerado, blogdobg, blogs, engajamento","[1.1937, 0.04, 0.0383, 0.0191, 0.0155, 0.0141, 0.0121, 0.0111, 0.0106, 0.01]"
88,"aproveite, vive, kwaivideo, vez, vida, so, voce, libras, live, interprete","[0.272, 0.1934, 0.0588, 0.055, 0.0533, 0.0185, 0.0162, 0.0076, 0.0063, 0.0062]"
89,"foto, perfil, fotoperfilbrasil, fotos, imagem, imagens, padronizar, colocar, galeria, coloca","[0.0781, 0.049, 0.0285, 0.022, 0.0203, 0.0139, 0.0116, 0.0115, 0.0113, 0.0111]"
90,"poder360, tinyurl4, ru, 360, nathalie, usama, garbone, sul21, br, equipamento","[0.6501, 0.0443, 0.0332, 0.0283, 0.0245, 0.0245, 0.0245, 0.0245, 0.0242, 0.0236]"
91,"democracia, democratico, escrupulo, pluralidade, conseguirem, ideais, baseandose, bolsonaroro, presidentjair, viva","[0.0564, 0.0119, 0.009, 0.0078, 0.0075, 0.0065, 0.0063, 0.0063, 0.0063, 0.0062]"
92,"oantagonista, uol, br, oimparcial, leiam, verdadeira, , , , ","[0.8153, 0.2917, 0.0292, 0.0153, 0.0068, 0.0034, 0.0, 0.0, 0.0, 0.0]"
93,"abril, veja, br, claudia, revista, entenda, , , , ","[0.5577, 0.0997, 0.0291, 0.006, 0.0042, 0.0029, 0.0, 0.0, 0.0, 0.0]"
94,"batalhao, av, infantaria, rs, centro, caxias, praca, sp, comando, duque","[0.0173, 0.0156, 0.0152, 0.0121, 0.011, 0.0106, 0.0103, 0.01, 0.0097, 0.009]"
95,"folhadobico, br, www, , , , , , , ","[0.973, 0.0293, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,"horario, amanha, horas, hrs, tarde, estarei, minutos, estralaaaa, adiamos, fuzo","[0.0265, 0.024, 0.0135, 0.011, 0.0098, 0.0081, 0.008, 0.008, 0.008, 0.008]"
97,"menores, comecar, coisas, kwaivideo, vamos, tartaruga, caminhoes, passo, dobrar, culpado","[0.3661, 0.276, 0.1361, 0.0914, 0.0264, 0.0202, 0.0065, 0.0053, 0.0045, 0.0038]"
98,"censura, ojb, censurar, censuranunca, esparamos, censurada, antibolsonarista, hatten, verificando, pan","[0.0428, 0.0136, 0.0122, 0.0106, 0.0106, 0.01, 0.0099, 0.0093, 0.0091, 0.0083]"
99,"brasiliadf, onibus, torcedores, denunciem, leste, invadir, aliciando, radial, interceptem, modos","[0.0592, 0.0483, 0.0371, 0.0371, 0.0308, 0.0271, 0.0267, 0.0265, 0.0264, 0.0259]"
100,"jefferson, tiros, roberto, exdeputado, agentes, baleado, gasparian, levy, atingidos, policia","[0.0497, 0.0363, 0.0279, 0.0223, 0.0193, 0.0179, 0.0176, 0.0173, 0.0165, 0.0165]"
101,"corrupcao, corrupto, paralisada, superfaturamentos, relembre, devolvido, flori, ptzada, delar, roubalheiras","[0.0483, 0.0124, 0.0112, 0.0112, 0.011, 0.0104, 0.0098, 0.0097, 0.0093, 0.009]"
102,"cachorro, gado, vaca, cabra, fofos, porcos, animal, bichinhos, cachorros, ovelhas","[0.0578, 0.0539, 0.0248, 0.0214, 0.0203, 0.0184, 0.0183, 0.0181, 0.018, 0.0164]"
103,"habitantes, votaram, ba, antas, xique, 192, mortos, 548, 338, 764","[0.0785, 0.0629, 0.0579, 0.0383, 0.0382, 0.037, 0.0251, 0.0251, 0.0251, 0.0251]"
104,"guerra, perdemos, batalha, vtrs, capao, queriamos, redondo, virado, desistir, continuamos","[0.0425, 0.0246, 0.0187, 0.0114, 0.0111, 0.0095, 0.0092, 0.0081, 0.0068, 0.0068]"
105,"user, canal, kimpaim, miamifl, batizando, filtros, bolsonaroreeleito, quiseram, 10h, desbloqueando","[0.0536, 0.0477, 0.0326, 0.0326, 0.0286, 0.0263, 0.0194, 0.0186, 0.0186, 0.0179]"
106,"bandido, bandidos, cupincha, apanhando, penitenciaria, nz, desfilava, pendurava, arrancava, boquinha","[0.0538, 0.0265, 0.0119, 0.0115, 0.0109, 0.0085, 0.0082, 0.0082, 0.0082, 0.0081]"
107,"gasolina, preco, combustivel, postos, diesel, gas, petrobras, litro, anp, litros","[0.0929, 0.0328, 0.0266, 0.025, 0.0223, 0.0186, 0.0184, 0.0182, 0.0169, 0.0143]"
108,"protestar, email, nogueira, coloque, escrever, amada, titulo, protesto, oliveira, sergio","[0.0964, 0.0794, 0.0501, 0.0464, 0.0464, 0.0445, 0.0438, 0.0426, 0.0378, 0.0348]"
109,"amarelo, verde, amarela, camisas, camisa, sobresair, vestido, forramos, sessao, amarelas","[0.0892, 0.063, 0.0214, 0.0143, 0.013, 0.0124, 0.0108, 0.0097, 0.0092, 0.0092]"
110,"proibida, linda, ia, fortes, ar, juntos, propaganda, compartilhem, pedir, muitos","[0.1348, 0.1158, 0.0789, 0.0699, 0.0608, 0.0531, 0.0491, 0.0451, 0.0451, 0.0389]"
111,"roubalheira, roubar, rouba, euapoiooscaminbhoneiros, roubou, roubo, roubando, ladroes, roubaram, chic","[0.0333, 0.0266, 0.0216, 0.0196, 0.0195, 0.0174, 0.0165, 0.0144, 0.0138, 0.0129]"
112,"manipulacao, impresso, votando, acatou, 860, proposicao, 616, 410, desmascarar, www12","[0.0507, 0.05, 0.0477, 0.041, 0.0407, 0.0406, 0.0404, 0.0398, 0.037, 0.0368]"
113,"financasweb, club, vote, republica, pesquisa, marcando, cbs, marquem, noticiando, eleitoral","[0.2684, 0.2489, 0.0627, 0.0487, 0.0415, 0.0351, 0.0331, 0.0325, 0.0324, 0.0311]"
114,"espreita, desistir, precipitar, retroceder, podemos, lembre, sacrificio, firnes, meta, falha","[0.0201, 0.0185, 0.0174, 0.0151, 0.0145, 0.013, 0.0118, 0.0097, 0.0092, 0.009]"
115,"aceitara, praticado, circular, colocarmos, mostrarmos, excesso, acordou, membro, peticaopublica, competencia","[0.0559, 0.0542, 0.0455, 0.0445, 0.0444, 0.0428, 0.0396, 0.0382, 0.0381, 0.0362]"
116,"gazetabrasil, receba, dir, gazeta, esq, boletim, edicao, assine, noticias, opiniao","[0.0339, 0.015, 0.0128, 0.0127, 0.012, 0.0095, 0.0087, 0.0085, 0.0082, 0.0068]"
117,"ditador, ditadura, not, fuck, they, will, conversou, where, the, ditadores","[0.0381, 0.0277, 0.0145, 0.0134, 0.0129, 0.0126, 0.0122, 0.0107, 0.0103, 0.0097]"
118,"paraisopolis, atentado, tarcisio, freitas, sofre, tiroteio, sofrer, cinegrafista, tiros, blindada","[0.1052, 0.0647, 0.0484, 0.0417, 0.0268, 0.0252, 0.025, 0.0235, 0.0232, 0.0215]"
119,"creditoparacartao, vote, republica, pesquisa, eleitoral, 2022, presidente, www, enquete, molusco","[0.3747, 0.0904, 0.0713, 0.0611, 0.0455, 0.0399, 0.0139, 0.0081, 0.0018, 0.0012]"
120,"arma, bala, armas, legalmente, tiro, pistola, fuzil, legalizada, comprar, metralhadora","[0.0607, 0.0394, 0.0326, 0.0214, 0.016, 0.015, 0.0137, 0.0132, 0.0125, 0.0107]"
121,"55, phone, gilson, souza, soldador, 992323297, 984256473, ton, remove, telefones","[0.0227, 0.0135, 0.0112, 0.0096, 0.0095, 0.0094, 0.0094, 0.0093, 0.0092, 0.009]"
122,"correiobraziliense, br, www, atencao, , , , , , ","[0.8441, 0.0292, 0.0219, 0.0009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
123,"verdade, pura, verdadecensurada, verdades, falou, conhecereis, libertara, truthsocial, fatos, restabeleca","[0.0695, 0.0674, 0.0364, 0.0329, 0.032, 0.0218, 0.0206, 0.0194, 0.0163, 0.014]"
124,"revistaoeste, revistaforum, uranio, books, bonoldi, palestrante, oestadoce, editora, aborda, editalconcursosbrasil","[0.9201, 0.1395, 0.0972, 0.0886, 0.0811, 0.0739, 0.0617, 0.0609, 0.0554, 0.0428]"
125,"bandeira, vermelha, jamais, bandeiras, planalto, acreditamos, bandera, genaio, capo, bandeiraco","[0.0541, 0.0376, 0.0178, 0.0134, 0.011, 0.0089, 0.0087, 0.0087, 0.0087, 0.0082]"
126,"cand, lulopetismo, 1x, lulapt, voto22, respeitosamente, linha, conservadora, plena, vote22","[0.0097, 0.0066, 0.0064, 0.0058, 0.0055, 0.0047, 0.0046, 0.0045, 0.0043, 0.0041]"
127,"mentiroso, mentira, mentiras, mentindo, mentir, mentirosa, opai, mentiu, acredita, ocultou","[0.0747, 0.0595, 0.0382, 0.0279, 0.0263, 0.0183, 0.0144, 0.0141, 0.0125, 0.012]"
128,"instagram, foraalexandredemoraes, misturados, micheque, brasilia, imorais, uhuuuuu, induzir, cancelada, trombone","[0.0164, 0.014, 0.0106, 0.0106, 0.0089, 0.0086, 0.0082, 0.0081, 0.008, 0.0079]"
129,"curvarmos, praticadas, atrocidades, demonstrar, imposta, acompanhado, desrespeito, impunidade, ilegais, peticaopublica","[0.0645, 0.0616, 0.0578, 0.0519, 0.0519, 0.0448, 0.0447, 0.0444, 0.0433, 0.0406]"
130,"celular, celulares, travando, lente, memoria, sintonize, imei, telefone, tablete, smartphone","[0.0439, 0.0193, 0.0174, 0.0143, 0.014, 0.0134, 0.0105, 0.0104, 0.0093, 0.0086]"
131,"www1, folha, uol, bolsomerda, bol, br, unisinos, ihu, mus, sata","[0.5817, 0.2551, 0.2029, 0.0239, 0.0215, 0.0208, 0.0138, 0.0138, 0.0126, 0.0085]"
132,"urgentes, lutaremos, aceitaremos, colocarmos, mostrarmos, acompanhado, desrespeito, impunidade, orgao, acordou","[0.0621, 0.0597, 0.0526, 0.0475, 0.0474, 0.0449, 0.0448, 0.0445, 0.0426, 0.0422]"
133,"ipec, datafolha, consultada, erros, erraram, pesquisas, 297, eleitorais, aecio, registrados","[0.0677, 0.0412, 0.0178, 0.0156, 0.015, 0.0139, 0.0133, 0.013, 0.011, 0.0107]"
